name,comment
"@zarkrv4998
4 năm trước",18+ nhưng trẻ em vẫn coi dc để học từ bậy ( ko nên học cho con níc 1 tủi+ =))))
"@VanchoHuynh-p9d
1 năm trước",Thiệt luôn
"@Dogi000
4 năm trước",phim kinh dị
"@nganfreefire6105
4 năm trước",Lô ông
"@jennabunny2204
4 năm trước",pơ phẹt:]:]:]:];;]
"@ttn-gaming8838
4 năm trước",Dảk quá
"@HungNguyen-ow2wh
4 năm trước",lol
"@JUSTMINH24
4 năm trước",hài
"@Thanh-yf8bz
4 năm trước",0:26 ăn xin 2021 :))
"@ChesRosENDER
4 năm trước",Bựa vc
"@VănNhậtNguyễn-e7x
1 năm trước",1p13 đến 1p20 cười chảy mẹ máu mũi:)
"@lamthuy7455
4 năm trước",dảk vãi
"@myvu6702
3 năm trước",hay vll
"@datbui4585
4 năm trước",haha vcl
"@Str.Fantom0509
4 năm trước",Cười điên
"@onlyd4571
4 năm trước",Edit kinh đấy :))
"@vankhuy05
4 năm trước",Xem hoài ko chán
"@fishingrodgaming7140
1 năm trước",* cười *
"@Aduc2961
2 năm trước",duma đang uống nước :)
"@doggy772
4 năm trước",Hài v
"@DuyPham-ef3bt
4 năm trước",Dảk wá
"@ainguyen244
4 năm trước",1:29 đm
"@zetkr6643
4 năm trước",0:49 cầm súng ai chơi dc bây
"@nayuta3573
4 năm trước",:)))))))))) an xin
"@ucthien3649
4 năm trước",Hay
"@nthmplol
3 năm trước",Hahahahahahahahahanananananananha
"@lactrangia1899
4 năm trước",
"@gaconne12
4 năm trước",Hay
"@dungtran10165
4 năm trước",Hahahahahaha=))
"@minhbui7982
4 năm trước",0:33
"@linhta1971
3 năm trước",hay wa duck
"@dakvjppro8917
4 năm trước",Kkkkkkkk
"@ucga6821
4 năm trước",Hài vãi l*n :))
"@thanhnguyenduc4536
4 năm trước",hay
"@AnhTuan-hx5lo
4 năm trước",hay
"@winn2212
4 năm trước",hahaha
"@DuongNguyen-mm4kv
4 năm trước",Aghahaha
"@minhhoang-my9yx
3 năm trước",Hay quá anh ơi haha
"@bao6257
3 năm trước",haaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa brud
"@hungvanvuong7779
4 năm trước",vip quáaaaaaa:)
"@Jerry_1911
4 năm trước",Vãi nồi
"@quangngairailwaystv1468
3 năm trước",xem mà cười nhiều vãi cưc
"@khamvu4917
4 năm trước",Toi cừi ẻ
"@HobiCaCa
3 năm trước",Hahahahahahahhaaj
"@thonguyen1975
4 năm trước",cười ko nhặt đc mồm
"@huyennguyenthi9191
4 năm trước",vãi :)))))
"@cuongsau8888
2 năm trước",hay . haha thật là buồn cười
"@quangcaohadong4403
4 năm trước",cười vỡ mồm r =)
"@vanphanphan2469
4 năm trước",hài zậy
"@gianh3338
4 năm trước",Hài quá
"@kocoten1139
4 năm trước",Cười i* hết
"@vc7740
3 năm trước",:)
"@likethesun18
4 năm trước",Haha ko nhịn được cười
"@tiktokheroteamtonghophay8116
4 năm trước",Hhahah
"@HaNguyen-me7xu
4 năm trước",Vlc
"@moivang3LQM23
3 năm trước (đã chỉnh sửa)",Ko nhịn đc cười.1 like và rất có lí
"@linhtran7448
3 năm trước",thaatj laf vaix chuongwx aj =)
"@NGUYENNHU-ld3gq
3 năm trước",Kkkkkkkkkkkkkk
"@tjntpwmj3943
4 năm trước",Haizzz
"@phuoctoro7183
4 năm trước",Cười i a hỏi
"@fbi3969
4 năm trước",Dảk thế
"@phuocphuoccainit6000
4 năm trước",Má tao cừ ỉa
"@ooooooooooo8380
3 năm trước (đã chỉnh sửa)",Video kiểu này trước sau gì cũng bị tố cáo
"@haohan6736
4 năm trước (đã chỉnh sửa)","Mở 2x và 0,5 lên mn"
"@emcuanam5263
4 năm trước",Anh bạn à tôi sẽ bucu:))))).để cho nó hài :)))))
"@vannamvo2315
1 năm trước",Ủa vậy từ khuc 22 giây đến 33 giây thì ai đạp giầy ai
"@creative1896
4 năm trước",dảk vl :))
"@Starsea12
4 năm trước",Sắp 2022 rùi ai còn xem =)
"@vumanhhung4010
4 năm trước",video này đã cướp đi tiếng cười của tôi đề nghị chủ vid đưa 100.000Đ tiền bồi thường đây =))
"@cinphams5064
4 năm trước",Ghê vl
"@NoLifeSnackBar
4 năm trước",bún cua
"@Koa19207
4 năm trước",Quên bản gốc rồi :(((
"@khoitran5018
2 năm trước",Dảk quá
"@inksanproff2391
3 năm trước",Hảo phim =)))
"@ngochanhhao8730
4 năm trước",4 tuần vào lại thì lên 1triệu view :v
"@khanhvu4608
3 năm trước",Dảk meme =))
"@uzuidubay3015
4 năm trước",Ôi vãi=)
"@sphilia9632
4 năm trước",ăn xin 2021
"@khoasadboiz6886
4 năm trước",Coi video của tôi cười ra nước đái luôn XD
"@MinhToan.30
3 năm trước",Hài vl
"@manhgiaunguyen353
4 năm trước",1 triêu rồi anh em ơi
"@ankhoi5421
4 năm trước",haha hài vãi ra
"@thuyduongbui5028
4 năm trước",Hơi dark
"@esauvay9919
4 năm trước",Hảo Hán
"@kietfake
3 năm trước",Cười ẻ lun á trời
"@tanphatbui9074
3 năm trước",Anh Bạn À
"@junchuot3921
4 năm trước",tao cười
"@DioSenkoCrew
6 tháng trước",Mắc cười quá
"@juztaguy5967
4 năm trước",Tôi xin nhạc bg của ông đc ko
"@20danhtienphat27
4 năm trước",hehe
"@Bigbirdseesall
4 năm trước",nhờnnn
"@milkycrappe
4 năm trước",T nói m đạp giày t là m đạp giày t T đạp giày t là m đạp giày t M đạp giày m xong m đạp giày t T đạp m về m đạp t:)))))
"@hao071
3 năm trước",Má đang ăn cơm gặp ngay phim này thì chịu (⁠≧⁠▽⁠≦⁠)
"@khanhminecraftpe7092
4 năm trước",khi đánh rồng mà gãy kiếm Steve: anh bạn à...
"@ThienLe-yn2co
4 năm trước",Dư múi
"@doananhtuan3407
4 năm trước",Hài vl
"@concungcuameoen2006
4 năm trước",Hay hơn bản gốc vậy
"@q_ezeey906
4 năm trước",buồn cừoi vãi loz
"@Apostlegg
4 năm trước",con cak v: v:
"@hieple2282
4 năm trước",Úi zùi ui
"@detectiveparttime
1 năm trước",Trùng hợp là video dài 2:10 =))
"@binlol6106
4 năm trước",hay vl
"@diem666vuong66
3 năm trước",Cười nội thương
"@unguyen4698
4 năm trước",Thấp nhang
"@minhquangnguyen9169
3 năm trước",Vãi òa
"@thanhcheems
4 năm trước",Ok man
"@huyenythantuong1998
4 năm trước",Hài chết
"@vannhantran547
3 năm trước",Được của ló
"@motchutnhacbuon2976
4 năm trước",Á đù mắc cười vãi
"@KhanhDuy-fo2mo
4 năm trước",Xin nhạc đoạn cuối
"@hoangvytranthi8206
3 năm trước",đc của ló luôn
"@tnvstudio8168
4 năm trước",Thề luôn 2 tháng nay xem cả chục lần
"@_.fujiyae._
4 năm trước",Sặc cơm :)
"@ucgaming923
4 năm trước",anh duck batman lam thêm superman mất dạy Đi
"@lethanhphuoc3867
4 năm trước",haha
"@hungphuc2761
4 năm trước",vl
"@duchuynguyen3385
4 năm trước",haha
"@hkhangg241
3 năm trước",bựa vcl
"@TramNgoc-q6v
1 năm trước",má hảo
"@kagari1850
4 năm trước",Bản gốc:gud end: áo xanh ko bc Bản này:bed end:áo xanh bc rất nhiều
"@KySuuongPhovn
4 năm trước",cười vl
"@bibu4019
4 năm trước",ghe qua 18
"@anhnguyen1819
4 năm trước",cười vl
"@vanthannguyen4593
4 năm trước",Dak quá men ou
"@HaNguyen-me7xu
4 năm trước",Hahahahaha
"@dinhnhunguyen5870
4 năm trước",Đù =)))
"@loanchung5361
9 tháng trước",Hài vãi
"@sukem-chan81
4 năm trước",Chúa ơi... Con từ chối hiểu
"@phuctran3811
4 năm trước (đã chỉnh sửa)",0:34 ăn xin đúng cách :)))))))
"@vu823
4 năm trước",Kkkkkkkkk
"@jordielninopolla7859
4 năm trước",Ai nói cho tôi biết cái phần mà thk Phúc dc ghép mặt cái thk trẻ trâu chửi là gì vậy
"@vietanhnguyenhung4138
4 năm trước",thay thumbnail đi a bạn à bản quyền 102 produc đó
"@bombuong6576
4 năm trước",Hay
"@minhthanhpham8715
4 năm trước",Hay hài
"@__u3349
3 năm trước","18+ ư , em định cho bạn em xem =)"
"@youalwaymyni99a
4 năm trước",2022 còn ai xem ko
"@Mequot-1ot
3 tuần trước",1:13 đang uống nc luôn ý
"@phuc9943
3 năm trước",Haha
"@kasseriHuynh
4 năm trước",cười lòi ruột
"@vietthanh4345
3 năm trước",đc quá
"@duboi.mortalkombat7671
3 năm trước",hay :)
"@progaming-ro3ny
3 năm trước (đã chỉnh sửa)",1:23
"@cs_miraki
1 năm trước",Ai xem vào năm 2024
"@popcat1745
3 năm trước",
"@phat3083
4 năm trước",
"@vantinhhoang9308
4 năm trước",Kkk
"@Taroooo99000
3 năm trước",Ohh
"@Duy15-DN
4 năm trước (đã chỉnh sửa)",anh bạn à 1 triệu view rồi
"@tin4810
4 năm trước",niceeeee
"@thucuclethi5279
4 năm trước",Chui the hoi nhieu
"@kiet-t1m
4 năm trước",
"@ThongHoang-vg6nh
2 năm trước",Hay vãi cả c
"@Huynh-Tran-Nguyen-Khoi
4 năm trước",
"@lehieu562
4 năm trước",cuoi v
"@charachannel3664
3 năm trước",
"@haohan6736
4 năm trước",
"@toanff4676
4 năm trước",
"@bmgamer2099
4 năm trước",
"@power3458
4 năm trước",Vip :)))
"@namduong2830
4 năm trước",
"@tuanson7474
4 năm trước",
"@marvelous1555
4 năm trước",Ai cho mình info đoạn nhạc outtro của duck vs
"@nguyenminhuc4496
3 năm trước",cười sặc :)))
"@ThuLe-c2s
1 năm trước",Bú Bún cua
"@ttdouyinofficial7078
4 năm trước",Ngầu +2
"@Khanhlinhnguyen2011
3 năm trước",Hãy ghép thên tiếng Ah~~ vào video cho thêm 18+
"@ssjajjzksj6121
4 năm trước",damn :v
"@nghianhan1147
3 năm trước",Hài vãi l:))))
"@ngong8441
4 năm trước",xong rồi nhá
"@binhphongtom7967
4 năm trước (đã chỉnh sửa)",Sao xoá cypher nhà làm 2 rồi
"@cuccucbtik5117
4 năm trước",Cười ẻ
"@Cheemsanimation002
4 năm trước",anh ơi cho em xin video nha
"@thuythieu6703
2 năm trước",bá lân minh nè
"@AlexTheGuyTaken
1 năm trước",lai la di gi haoooooo rai do
"@tuantran-ek5nz
4 năm trước","Tao bảo mày đạp giày tao là mày đạp giày tao, tao đạp giày tao là mày đạp giày tao, mày đạp giày mày xong mày đạp giày tao, tao đạp mày về mày đạp tao, mày đạp tao là tao đạp giày mày mày về đạp giày mày tao về đạp giày tao mày đạp tao xong mày đạp giày tao mày đạp giày tao xong về giày tao đạp tao tao đạp giày tao xong tao đạp mày giày mày về là tao đạp giày mày ......"
"@LocNguyen-jg1fi
4 năm trước",Má cười ỉa
"@BaoRia
1 năm trước",Vãi
"@nhu9039
4 năm trước",Cười ọc máu
"@binhtheking3605
4 năm trước",haha cừa ị* r haha
"@HuynhLeTuyetNhi-00
1 năm trước",Hài quãi
"@huyendieu7358
4 năm trước",Hài vcl luôn
"@honglamnguyen2423
4 năm trước",Wow
"@minhthanhdang3847
3 năm trước",hahahahahhahahahahahhahahahahaha
"@build7324
4 năm trước",
"@top1hayate961
4 năm trước",
"@TuanAnh-bx8ys
4 năm trước",Hài
"@DuongNguyen-vg6tj
4 năm trước",Hhh
"@phatgaming4838
4 năm trước",1:05 mé cười như điên luôn =))
"@oananhtuan24
3 năm trước",Heheeheh
"@thilinhphan3490
3 năm trước",Cười ỉa lun
"@dreamvodanhkothahoa4069
4 năm trước",Ra video mới đi
"@rk1gaming406
4 năm trước",Cười iảaaaaaaaaaa
"@lamdo5825
3 năm trước",
"@xuan5948
4 năm trước",Hà
"@ipha81
4 năm trước",Hài v
"@20danhtienphat27
4 năm trước",hay qua
"@HaNguyen-me7xu
4 năm trước",Làm video buồn cười
"@hunam2627
3 năm trước",Vc :))
"@HaNguyen-me7xu
4 năm trước",Lam vieo rat hay :))))))
"@gamingcood315
4 năm trước",1:02 hòa giải theo cách 2021
"@LeChiKien-ob6dl
4 năm trước",
"@YenNguyen-os8by
3 năm trước","Má, vãi thật"
"@kientran8378
4 năm trước",Má cười đái
"@toilaaii
4 năm trước",0:39 đến chữ cặk cười sặc :))
"@LeNguyen-fj8pj
10 tháng trước",ahahhahahahahh
"@duycoiggcodm9772
4 năm trước",ôi vcl
"@cocatvgaygom4286
4 năm trước",18+ ko cho trẻ xem cái này
"@Aussua_Fixie
3 năm trước",có phải facbook phú nguyễn ko
"@oden4907
4 năm trước",Tôi có thể
"@lambienatten8146
2 tháng trước",Best part
"@hoangtranminh9941
3 năm trước",._.? (18+) ủa kì quá
"@phamlinh344
4 năm trước",xin nhạc outtro với ạ
"@PhatNguyen-fs1fg
4 năm trước",Xin tên nhạc đầu
"@testing53
3 năm trước",XD
"@nguyenmanhucnguyen4225
4 năm trước",cười ỉa ra quần
"@thuoctran5273
3 năm trước",kkk
"@besttroll5252
1 năm trước",2024 van hay
"@bangtansonyeondan13-6
4 năm trước","Ảo Ma Nobita Ăn Socola Uống Cocacola Cầm No-Ki-A Chọi Vô Đầu Con Shi-Zu-Ka Chạy Honda Qua Canada Ảo ma ca na đa, ma lay xi a, liên bang Nga, in đo nê"
"@nguyenthuyduong6718
4 năm trước",nani
"@catluongnguyen800
4 năm trước",Má cừ đái
"@tuongtuali4676
4 năm trước",Ok
